
=== Per-layer Profiling Info ===
Layer Name                                                                                                Time (ms)
Multiply_31623                                                                                                0.000
Gather_49817                                                                                                  0.005
__module.model.layers.11.self_attn.k_proj/ov_ext::linear/MatMul                                               0.406
__module.model.layers.11.self_attn/aten::view/Reshape_1                                                       0.007
__module.model.layers.11.self_attn/aten::add/Add_1                                                            0.028
__module.model.layers.11.self_attn/aten::cat/Concat_2                                                         0.040
Multiply_44637                                                                                                0.022
Clamp_44639                                                                                                   0.000
Convert_44640                                                                                                 0.021
Convert_44641                                                                                                 0.023
__module.model.layers.11.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                     0.023
__module.model.layers.11.self_attn/aten::unsqueeze/Unsqueeze_2                                                0.006
Broadcast_36627                                                                                               0.047
Broadcast_36627_f32_bf16___module.model.layers.11.self_attn/aten::expand/Broadcast                            0.055
__module.model.layers.11.self_attn/aten::expand/Broadcast                                                     0.072
__module.model.layers.11.self_attn/aten::reshape/Reshape                                                      0.007
MatMul_31624                                                                                                  0.143
Add_31626                                                                                                     0.106
Softmax_31627                                                                                                 0.366
Gather_49820                                                                                                  0.008
__module.model.layers.11.self_attn.v_proj/ov_ext::linear/MatMul                                               0.365
__module.model.layers.11.self_attn/aten::view/Reshape_2                                                       0.009
__module.model.layers.11.self_attn/aten::transpose/Transpose_2                                                0.022
__module.model.layers.11.self_attn/aten::cat/Concat_3                                                         0.042
Multiply_44646                                                                                                0.023
Clamp_44648                                                                                                   0.000
Convert_44649                                                                                                 0.019
Convert_44650                                                                                                 0.019
__module.model.layers.11.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                     0.020
__module.model.layers.11.self_attn/aten::unsqueeze/Unsqueeze_3                                                0.005
Broadcast_36633                                                                                               0.063
Broadcast_36633_f32_bf16___module.model.layers.11.self_attn/aten::expand/Broadcast_1                          0.053
__module.model.layers.11.self_attn/aten::expand/Broadcast_1                                                   0.072
__module.model.layers.11.self_attn/aten::reshape/Reshape_1                                                    0.006
__module.model.layers.11.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention               0.137
__module.model.layers.11.self_attn/aten::transpose/Transpose_3                                                0.040
__module.model.layers.11.self_attn/aten::reshape/Reshape_2                                                    0.006
__module.model.layers.11.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant                              0.057
Multiply_44655                                                                                                0.000
Clamp_44657                                                                                                   0.000
Convert_44658                                                                                                 0.062
Convert_44659                                                                                                 0.062
__module.model.layers.11.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant/fc_output_0                  0.045
__module.model.layers.11.self_attn.o_proj/ov_ext::linear/MatMul                                               1.282
__module.model.layers.11/aten::add/Add                                                                        0.053
__module.model.layers.11.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                  0.050
Multiply_44664                                                                                                0.047
Clamp_44666                                                                                                   0.000
Convert_44667                                                                                                 0.057
Convert_44668                                                                                                 0.065
__module.model.layers.11.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0          0.044
__module.model.layers.11.mlp.gate_proj/ov_ext::linear/MatMul                                                  6.393
__module.model.layers.11.mlp.act_fn/aten::silu/Swish                                                          0.000
__module.model.layers.11.mlp.up_proj/ov_ext::linear/MatMul                                                    5.181
__module.model.layers.11.mlp/aten::mul/Multiply                                                               0.286
__module.model.layers.11.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant                                         0.000
Multiply_44673                                                                                                0.000
Clamp_44675                                                                                                   0.000
Convert_44676                                                                                                 0.266
Convert_44677                                                                                                 0.251
__module.model.layers.11.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant/fc_output_0                             0.268
__module.model.layers.11.mlp.down_proj/ov_ext::linear/MatMul                                                  7.915
__module.model.layers.11/aten::add/Add_1                                                                      0.058
__module.model.layers.12.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                           0.051
Multiply_44682                                                                                                0.048
Clamp_44684                                                                                                   0.000
Convert_44685                                                                                                 0.058
Convert_44686                                                                                                 0.062
__module.model.layers.12.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0               0.044
__module.model.layers.12.self_attn.q_proj/ov_ext::linear/MatMul                                               1.400
__module.model.layers.12.self_attn/aten::view/Reshape                                                         0.008
__module.model.layers.12.self_attn/aten::add/Add                                                              0.097
Multiply_44691                                                                                                0.113
Clamp_44693                                                                                                   0.000
Convert_44694                                                                                                 0.062
Convert_44695                                                                                                 0.067
__module.model.layers.12.self_attn/aten::add/Add/fc_output_0                                                  0.078
Multiply_31658                                                                                                0.000
Gather_49823                                                                                                  0.005
__module.model.layers.12.self_attn.k_proj/ov_ext::linear/MatMul                                               0.401
__module.model.layers.12.self_attn/aten::view/Reshape_1                                                       0.008
__module.model.layers.12.self_attn/aten::add/Add_1                                                            0.028
__module.model.layers.12.self_attn/aten::cat/Concat_2                                                         0.041
Multiply_44700                                                                                                0.022
Clamp_44702                                                                                                   0.000
Convert_44703                                                                                                 0.021
Convert_44704                                                                                                 0.023
__module.model.layers.12.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                     0.022
__module.model.layers.12.self_attn/aten::unsqueeze/Unsqueeze_2                                                0.005
Broadcast_36639                                                                                               0.050
Broadcast_36639_f32_bf16___module.model.layers.12.self_attn/aten::expand/Broadcast                            0.055
__module.model.layers.12.self_attn/aten::expand/Broadcast                                                     0.070
__module.model.layers.12.self_attn/aten::reshape/Reshape                                                      0.006
MatMul_31659                                                                                                  0.138
Add_31661                                                                                                     0.108
Softmax_31662                                                                                                 0.381
Gather_49826                                                                                                  0.007
__module.model.layers.12.self_attn.v_proj/ov_ext::linear/MatMul                                               0.390
__module.model.layers.12.self_attn/aten::view/Reshape_2                                                       0.009
__module.model.layers.12.self_attn/aten::transpose/Transpose_2                                                0.021
__module.model.layers.12.self_attn/aten::cat/Concat_3                                                         0.043
Multiply_44709                                                                                                0.024
Clamp_44711                                                                                                   0.000
Convert_44712                                                                                                 0.021
Convert_44713                                                                                                 0.022
__module.model.layers.12.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                     0.021
__module.model.layers.12.self_attn/aten::unsqueeze/Unsqueeze_3                                                0.006
Broadcast_36645                                                                                               0.051
Broadcast_36645_f32_bf16___module.model.layers.12.self_attn/aten::expand/Broadcast_1                          0.052
__module.model.layers.12.self_attn/aten::expand/Broadcast_1                                                   0.069
__module.model.layers.12.self_attn/aten::reshape/Reshape_1                                                    0.005
__module.model.layers.12.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention               0.131
__module.model.layers.12.self_attn/aten::transpose/Transpose_3                                                0.034
__module.model.layers.12.self_attn/aten::reshape/Reshape_2                                                    0.005
__module.model.layers.12.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant                              0.058
Multiply_44718                                                                                                0.000
Clamp_44720                                                                                                   0.000
Convert_44721                                                                                                 0.057
Convert_44722                                                                                                 0.062
__module.model.layers.12.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant/fc_output_0                  0.049
__module.model.layers.12.self_attn.o_proj/ov_ext::linear/MatMul                                               1.330
__module.model.layers.12/aten::add/Add                                                                        0.052
__module.model.layers.12.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                  0.050
Multiply_44727                                                                                                0.052
Clamp_44729                                                                                                   0.000
Convert_44730                                                                                                 0.058
Convert_44731                                                                                                 0.063
__module.model.layers.12.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0          0.044
__module.model.layers.12.mlp.gate_proj/ov_ext::linear/MatMul                                                  5.400
__module.model.layers.12.mlp.act_fn/aten::silu/Swish                                                          0.000
__module.model.layers.12.mlp.up_proj/ov_ext::linear/MatMul                                                    5.224
__module.model.layers.12.mlp/aten::mul/Multiply                                                               0.281
__module.model.layers.12.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant                                         0.000
Multiply_44736                                                                                                0.000
Clamp_44738                                                                                                   0.000
Convert_44739                                                                                                 0.218
Convert_44740                                                                                                 0.234
__module.model.layers.12.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant/fc_output_0                             0.224
__module.model.layers.12.mlp.down_proj/ov_ext::linear/MatMul                                                  7.973
__module.model.layers.12/aten::add/Add_1                                                                      0.057
__module.model.layers.13.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                           0.052
Multiply_44745                                                                                                0.047
Clamp_44747                                                                                                   0.000
Convert_44748                                                                                                 0.061
Convert_44749                                                                                                 0.065
__module.model.layers.13.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0               0.046
__module.model.layers.13.self_attn.q_proj/ov_ext::linear/MatMul                                               1.405
__module.model.layers.13.self_attn/aten::view/Reshape                                                         0.008
__module.model.layers.13.self_attn/aten::add/Add                                                              0.100
Multiply_44754                                                                                                0.074
Clamp_44756                                                                                                   0.000
Convert_44757                                                                                                 0.063
Convert_44758                                                                                                 0.064
__module.model.layers.13.self_attn/aten::add/Add/fc_output_0                                                  0.067
Multiply_31693                                                                                                0.000
Gather_49829                                                                                                  0.005
__module.model.layers.13.self_attn.k_proj/ov_ext::linear/MatMul                                               0.387
__module.model.layers.13.self_attn/aten::view/Reshape_1                                                       0.009
__module.model.layers.13.self_attn/aten::add/Add_1                                                            0.030
__module.model.layers.13.self_attn/aten::cat/Concat_2                                                         0.041
Multiply_44763                                                                                                0.022
Clamp_44765                                                                                                   0.000
Convert_44766                                                                                                 0.019
Convert_44767                                                                                                 0.021
__module.model.layers.13.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                     0.021
__module.model.layers.13.self_attn/aten::unsqueeze/Unsqueeze_2                                                0.004
Broadcast_36651                                                                                               0.047
Broadcast_36651_f32_bf16___module.model.layers.13.self_attn/aten::expand/Broadcast                            0.054
__module.model.layers.13.self_attn/aten::expand/Broadcast                                                     0.062
__module.model.layers.13.self_attn/aten::reshape/Reshape                                                      0.005
MatMul_31694                                                                                                  0.142
Add_31696                                                                                                     0.094
Softmax_31697                                                                                                 0.357
Gather_49832                                                                                                  0.010
__module.model.layers.13.self_attn.v_proj/ov_ext::linear/MatMul                                               0.385
__module.model.layers.13.self_attn/aten::view/Reshape_2                                                       0.008
__module.model.layers.13.self_attn/aten::transpose/Transpose_2                                                0.021
__module.model.layers.13.self_attn/aten::cat/Concat_3                                                         0.040
Multiply_44772                                                                                                0.023
Clamp_44774                                                                                                   0.000
Convert_44775                                                                                                 0.020
Convert_44776                                                                                                 0.021
__module.model.layers.13.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                     0.021
__module.model.layers.13.self_attn/aten::unsqueeze/Unsqueeze_3                                                0.005
Broadcast_36657                                                                                               0.049
Broadcast_36657_f32_bf16___module.model.layers.13.self_attn/aten::expand/Broadcast_1                          0.053
__module.model.layers.13.self_attn/aten::expand/Broadcast_1                                                   0.069
__module.model.layers.13.self_attn/aten::reshape/Reshape_1                                                    0.006
__module.model.layers.13.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention               0.130
__module.model.layers.13.self_attn/aten::transpose/Transpose_3                                                0.037
__module.model.layers.13.self_attn/aten::reshape/Reshape_2                                                    0.006
__module.model.layers.13.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant                              0.048
Multiply_44781                                                                                                0.000
Clamp_44783                                                                                                   0.000
Convert_44784                                                                                                 0.062
Convert_44785                                                                                                 0.066
__module.model.layers.13.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant/fc_output_0                  0.044
__module.model.layers.13.self_attn.o_proj/ov_ext::linear/MatMul                                               1.328
__module.model.layers.13/aten::add/Add                                                                        0.062
__module.model.layers.13.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                  0.049
Multiply_44790                                                                                                0.091
Clamp_44792                                                                                                   0.000
Convert_44793                                                                                                 0.058
Convert_44794                                                                                                 0.061
__module.model.layers.13.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0          0.042
__module.model.layers.13.mlp.gate_proj/ov_ext::linear/MatMul                                                  5.450
__module.model.layers.13.mlp.act_fn/aten::silu/Swish                                                          0.000
__module.model.layers.13.mlp.up_proj/ov_ext::linear/MatMul                                                    5.214
__module.model.layers.13.mlp/aten::mul/Multiply                                                               0.337
__module.model.layers.13.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant                                         0.000
Multiply_44799                                                                                                0.000
Clamp_44801                                                                                                   0.000
Convert_44802                                                                                                 0.261
Convert_44803                                                                                                 0.248
__module.model.layers.13.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant/fc_output_0                             0.254
__module.model.layers.13.mlp.down_proj/ov_ext::linear/MatMul                                                  8.011
__module.model.layers.13/aten::add/Add_1                                                                      0.058
__module.model.layers.14.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                           0.052
Multiply_44808                                                                                                0.049
Clamp_44810                                                                                                   0.000
Convert_44811                                                                                                 0.059
Convert_44812                                                                                                 0.063
__module.model.layers.14.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0               0.048
__module.model.layers.14.self_attn.q_proj/ov_ext::linear/MatMul                                               1.381
__module.model.layers.14.self_attn/aten::view/Reshape                                                         0.008
__module.model.layers.14.self_attn/aten::add/Add                                                              0.088
Multiply_44817                                                                                                0.094
Clamp_44819                                                                                                   0.000
Convert_44820                                                                                                 0.061
Convert_44821                                                                                                 0.068
__module.model.layers.14.self_attn/aten::add/Add/fc_output_0                                                  0.076
Multiply_31728                                                                                                0.000
Gather_49835                                                                                                  0.005
__module.model.layers.14.self_attn.k_proj/ov_ext::linear/MatMul                                               0.411
__module.model.layers.14.self_attn/aten::view/Reshape_1                                                       0.008
__module.model.layers.14.self_attn/aten::add/Add_1                                                            0.029
__module.model.layers.14.self_attn/aten::cat/Concat_2                                                         0.042
Multiply_44826                                                                                                0.023
Clamp_44828                                                                                                   0.000
Convert_44829                                                                                                 0.021
Convert_44830                                                                                                 0.022
__module.model.layers.14.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                     0.021
__module.model.layers.14.self_attn/aten::unsqueeze/Unsqueeze_2                                                0.005
Broadcast_36663                                                                                               0.050
Broadcast_36663_f32_bf16___module.model.layers.14.self_attn/aten::expand/Broadcast                            0.056
__module.model.layers.14.self_attn/aten::expand/Broadcast                                                     0.068
__module.model.layers.14.self_attn/aten::reshape/Reshape                                                      0.006
MatMul_31729                                                                                                  0.144
Add_31731                                                                                                     0.111
Softmax_31732                                                                                                 0.381
Gather_49838                                                                                                  0.007
__module.model.layers.14.self_attn.v_proj/ov_ext::linear/MatMul                                               0.381
__module.model.layers.14.self_attn/aten::view/Reshape_2                                                       0.008
__module.model.layers.14.self_attn/aten::transpose/Transpose_2                                                0.022
__module.model.layers.14.self_attn/aten::cat/Concat_3                                                         0.041
Multiply_44835                                                                                                0.025
Clamp_44837                                                                                                   0.000
Convert_44838                                                                                                 0.021
Convert_44839                                                                                                 0.024
__module.model.layers.14.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                     0.021
__module.model.layers.14.self_attn/aten::unsqueeze/Unsqueeze_3                                                0.005
Broadcast_36669                                                                                               0.048
Broadcast_36669_f32_bf16___module.model.layers.14.self_attn/aten::expand/Broadcast_1                          0.058
__module.model.layers.14.self_attn/aten::expand/Broadcast_1                                                   0.070
__module.model.layers.14.self_attn/aten::reshape/Reshape_1                                                    0.006
__module.model.layers.14.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention               0.138
__module.model.layers.14.self_attn/aten::transpose/Transpose_3                                                0.034
__module.model.layers.14.self_attn/aten::reshape/Reshape_2                                                    0.006
__module.model.layers.14.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant                              0.044
Multiply_44844                                                                                                0.000
Clamp_44846                                                                                                   0.000
Convert_44847                                                                                                 0.059
Convert_44848                                                                                                 0.062
__module.model.layers.14.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant/fc_output_0                  0.043
__module.model.layers.14.self_attn.o_proj/ov_ext::linear/MatMul                                               1.349
__module.model.layers.14/aten::add/Add                                                                        0.060
__module.model.layers.14.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                  0.047
Multiply_44853                                                                                                0.073
Clamp_44855                                                                                                   0.000
Convert_44856                                                                                                 0.062
Convert_44857                                                                                                 0.063
__module.model.layers.14.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0          0.049
__module.model.layers.14.mlp.gate_proj/ov_ext::linear/MatMul                                                  5.551
__module.model.layers.14.mlp.act_fn/aten::silu/Swish                                                          0.000
__module.model.layers.14.mlp.up_proj/ov_ext::linear/MatMul                                                    5.227
__module.model.layers.14.mlp/aten::mul/Multiply                                                               0.281
__module.model.layers.14.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant                                         0.000
Multiply_44862                                                                                                0.000
Clamp_44864                                                                                                   0.000
Convert_44865                                                                                                 0.273
Convert_44866                                                                                                 0.246
__module.model.layers.14.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant/fc_output_0                             0.276
__module.model.layers.14.mlp.down_proj/ov_ext::linear/MatMul                                                  9.463
__module.model.layers.14/aten::add/Add_1                                                                      0.057
__module.model.layers.15.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                           0.050
Multiply_44871                                                                                                0.047
Clamp_44873                                                                                                   0.000
Convert_44874                                                                                                 0.061
Convert_44875                                                                                                 0.065
__module.model.layers.15.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0               0.043
__module.model.layers.15.self_attn.q_proj/ov_ext::linear/MatMul                                               1.391
__module.model.layers.15.self_attn/aten::view/Reshape_2                                                       0.007
__module.model.layers.15.self_attn/aten::add/Add_1                                                            0.097
Multiply_44880                                                                                                0.095
Clamp_44882                                                                                                   0.000
Convert_44883                                                                                                 0.061
Convert_44884                                                                                                 0.064
__module.model.layers.15.self_attn/aten::add/Add_1/fc_output_0                                                0.071
Multiply_31763                                                                                                0.000
Gather_49841                                                                                                  0.005
__module.model.layers.15.self_attn.k_proj/ov_ext::linear/MatMul                                               0.394
__module.model.layers.15.self_attn/aten::view/Reshape_1                                                       0.007
__module.model.layers.15.self_attn/aten::add/Add                                                              0.031
__module.model.layers.15.self_attn/aten::cat/Concat_2                                                         0.045
Multiply_44889                                                                                                0.029
Clamp_44891                                                                                                   0.000
Convert_44892                                                                                                 0.021
Convert_44893                                                                                                 0.022
__module.model.layers.15.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                     0.022
__module.model.layers.15.self_attn/aten::unsqueeze/Unsqueeze_2                                                0.005
Broadcast_36675                                                                                               0.254
Broadcast_36675_f32_bf16___module.model.layers.15.self_attn/aten::expand/Broadcast                            0.071
__module.model.layers.15.self_attn/aten::expand/Broadcast                                                     0.199
__module.model.layers.15.self_attn/aten::reshape/Reshape                                                      0.005
MatMul_31764                                                                                                  0.151
Add_31766                                                                                                     0.223
Softmax_31767                                                                                                 0.356
Gather_49844                                                                                                  0.006
__module.model.layers.15.self_attn.v_proj/ov_ext::linear/MatMul                                               0.386
__module.model.layers.15.self_attn/aten::view/Reshape                                                         0.009
__module.model.layers.15.self_attn/aten::transpose/Transpose                                                  0.016
__module.model.layers.15.self_attn/aten::cat/Concat                                                           0.041
Multiply_44898                                                                                                0.026
Clamp_44900                                                                                                   0.000
Convert_44901                                                                                                 0.020
Convert_44902                                                                                                 0.021
__module.model.layers.15.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                     0.019
__module.model.layers.15.self_attn/aten::unsqueeze/Unsqueeze_3                                                0.004
Broadcast_36681                                                                                               0.057
Broadcast_36681_f32_bf16___module.model.layers.15.self_attn/aten::expand/Broadcast_1                          0.153
__module.model.layers.15.self_attn/aten::expand/Broadcast_1                                                   0.088
__module.model.layers.15.self_attn/aten::reshape/Reshape_1                                                    0.005
__module.model.layers.15.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention               0.134
__module.model.layers.15.self_attn/aten::transpose/Transpose_3                                                0.038
__module.model.layers.15.self_attn/aten::reshape/Reshape_2                                                    0.006
__module.model.layers.15.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant                              0.053
Multiply_44907                                                                                                0.000
Clamp_44909                                                                                                   0.000
Convert_44910                                                                                                 0.059
Convert_44911                                                                                                 0.063
__module.model.layers.15.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant/fc_output_0                  0.043
__module.model.layers.15.self_attn.o_proj/ov_ext::linear/MatMul                                               1.365
__module.model.layers.15/aten::add/Add                                                                        0.091
__module.model.layers.15.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                  0.049
Multiply_44916                                                                                                0.077
Clamp_44918                                                                                                   0.000
Convert_44919                                                                                                 0.058
Convert_44920                                                                                                 0.062
__module.model.layers.15.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0          0.043
__module.model.layers.15.mlp.gate_proj/ov_ext::linear/MatMul                                                  5.647
__module.model.layers.15.mlp.act_fn/aten::silu/Swish                                                          0.000
__module.model.layers.15.mlp.up_proj/ov_ext::linear/MatMul                                                    5.867
__module.model.layers.15.mlp/aten::mul/Multiply                                                               0.697
__module.model.layers.15.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant                                         0.000
Multiply_44925                                                                                                0.000
Clamp_44927                                                                                                   0.000
Convert_44928                                                                                                 0.381
Convert_44929                                                                                                 0.255
__module.model.layers.15.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant/fc_output_0                             0.230
__module.model.layers.15.mlp.down_proj/ov_ext::linear/MatMul                                                  8.194
__module.model.layers.15/aten::add/Add_1                                                                      0.072
__module.model.norm/aten::mul/Multiply_1                                                                      0.052
Multiply_44934                                                                                                0.050
Clamp_44936                                                                                                   0.000
Convert_44937                                                                                                 0.057
Convert_44938                                                                                                 0.063
__module.model.norm/aten::mul/Multiply_1/fc_output_0                                                          0.043
Slice_17947                                                                                                   0.006
__module.lm_head/ov_ext::linear/MatMul                                                                       30.639
Result_18286                                                                                                  0.008
Assign_50270                                                                                                  0.010
Assign_50268                                                                                                  0.006
Assign_50266                                                                                                  0.006
Assign_50264                                                                                                  0.006
Assign_50262                                                                                                  0.006
Assign_50260                                                                                                  0.006
Assign_50258                                                                                                  0.006
Assign_50256                                                                                                  0.006
Assign_50254                                                                                                  0.006
Assign_50252                                                                                                  0.005
Assign_50250                                                                                                  0.008
Assign_50248                                                                                                  0.006
Assign_50246                                                                                                  0.005
Assign_50244                                                                                                  0.005
Assign_50242                                                                                                  0.006
Assign_50240                                                                                                  0.005
Assign_50238                                                                                                  0.005
Assign_50236                                                                                                  0.006
Assign_50234                                                                                                  0.006
Assign_50232                                                                                                  0.006
Assign_50230                                                                                                  0.005
Assign_50228                                                                                                  0.005
Assign_50226                                                                                                  0.005
Assign_50224                                                                                                  0.005
Assign_50222                                                                                                  0.005
Assign_50220                                                                                                  0.005
Assign_50218                                                                                                  0.006
Assign_50216                                                                                                  0.005
Assign_50214                                                                                                  0.005
Assign_50212                                                                                                  0.005
Assign_50210                                                                                                  0.005
Assign_50208                                                                                                  0.006
stub_0___module.model/aten::index/Split                                                                       0.000
-------------------------------------------------------------------------------------------------------------------
TOTAL                                                                                                       471.572
