
=== Per-layer Profiling Info ===
Layer Name                                                                                                Time (ms)
__module.model.layers.14.mlp/aten::mul/Multiply                                                               0.210
__module.model.layers.14.mlp.down_proj/ov_ext::linear/MatMul                                                  9.686
__module.model.layers.14/aten::add/Add_1                                                                      0.061
__module.model.layers.15.input_layernorm/aten::mul/Multiply_1                                                 0.052
__module.model.layers.15.self_attn.q_proj/ov_ext::linear/MatMul                                               1.839
__module.model.layers.15.self_attn/aten::view/Reshape_2                                                       0.009
__module.model.layers.15.self_attn/aten::add/Add_1                                                            0.092
__module.model.layers.15.self_attn.k_proj/ov_ext::linear/MatMul                                               0.407
__module.model.layers.15.self_attn/aten::view/Reshape_1                                                       0.008
__module.model.layers.15.self_attn/aten::add/Add                                                              0.030
__module.model.layers.15.self_attn.v_proj/ov_ext::linear/MatMul                                               0.454
__module.model.layers.15.self_attn/aten::view/Reshape                                                         0.007
__module.model.layers.15.self_attn/aten::transpose/Transpose                                                  0.039
__module.model.layers.15.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention               0.899
__module.model.layers.15.self_attn/aten::transpose/Transpose_3                                                0.120
__module.model.layers.15.self_attn/aten::reshape/Reshape_2                                                    0.006
__module.model.layers.15.self_attn.o_proj/ov_ext::linear/MatMul                                               1.864
__module.model.layers.15/aten::add/Add                                                                        0.052
__module.model.layers.15.post_attention_layernorm/aten::mul/Multiply_1                                        0.047
__module.model.layers.15.mlp.gate_proj/ov_ext::linear/MatMul                                                  7.711
__module.model.layers.15.mlp.act_fn/aten::silu/Swish                                                          0.000
__module.model.layers.15.mlp.up_proj/ov_ext::linear/MatMul                                                    6.638
__module.model.layers.15.mlp/aten::mul/Multiply                                                               0.290
__module.model.layers.15.mlp.down_proj/ov_ext::linear/MatMul                                                  9.862
__module.model.layers.15/aten::add/Add_1                                                                      0.080
__module.model.norm/aten::mul/Multiply_1                                                                      0.051
Slice_17917                                                                                                   0.009
__module.lm_head/ov_ext::linear/MatMul                                                                       32.248
__module.lm_head/ov_ext::linear/MatMul_bf16_f32_Result_18286                                                  0.040
Result_18286                                                                                                  0.005
stub_0___module.model/aten::index/Split                                                                       0.000
Assign_50270                                                                                                  0.006
Assign_50208                                                                                                  0.004
Assign_50210                                                                                                  0.004
Assign_50212                                                                                                  0.004
Assign_50214                                                                                                  0.004
Assign_50240                                                                                                  0.004
Assign_50242                                                                                                  0.007
Assign_50244                                                                                                  0.004
Assign_50246                                                                                                  0.004
Assign_50248                                                                                                  0.004
Assign_50250                                                                                                  0.004
Assign_50252                                                                                                  0.004
Assign_50254                                                                                                  0.004
Assign_50256                                                                                                  0.004
Assign_50258                                                                                                  0.004
Assign_50260                                                                                                  0.004
Assign_50262                                                                                                  0.004
Assign_50264                                                                                                  0.004
Assign_50266                                                                                                  0.004
Assign_50268                                                                                                  0.004
Assign_50238                                                                                                  0.004
Assign_50216                                                                                                  0.004
Assign_50218                                                                                                  0.004
Assign_50220                                                                                                  0.004
Assign_50222                                                                                                  0.004
Assign_50224                                                                                                  0.004
Assign_50226                                                                                                  0.004
Assign_50228                                                                                                  0.004
Assign_50230                                                                                                  0.004
Assign_50232                                                                                                  0.004
Assign_50234                                                                                                  0.004
Assign_50236                                                                                                  0.005
-------------------------------------------------------------------------------------------------------------------
TOTAL                                                                                                       495.594
